t	e	n	u	dpe	dpn	dpu
2021.366200	-0.375054	-0.275130	0.422076	0.000804	0.000734	0.003019
2021.368900	-0.373406	-0.276778	0.426669	0.000834	0.000754	0.003113
2021.371700	-0.373053	-0.274015	0.427160	0.000827	0.000742	0.003051
2021.374400	-0.372274	-0.272914	0.424904	0.000802	0.000733	0.003014
2021.377100	-0.375343	-0.274261	0.414948	0.000832	0.000733	0.003117
2021.379900	-0.374544	-0.276260	0.424358	0.000825	0.000726	0.002993
2021.382600	-0.372744	-0.274527	0.423236	0.000823	0.000756	0.003170
2021.385400	-0.373320	-0.275748	0.428401	0.000824	0.000757	0.003191
2021.388100	-0.372973	-0.276024	0.431704	0.000840	0.000754	0.003152
2021.390800	-0.372672	-0.277335	0.426714	0.000813	0.000739	0.003036
2021.393600	-0.371522	-0.274021	0.427554	0.000822	0.000735	0.003088
2021.396300	-0.369811	-0.273875	0.422511	0.000812	0.000731	0.003014
2021.399000	-0.371230	-0.273538	0.426467	0.000814	0.000739	0.003052
2021.401800	-0.371362	-0.277086	0.424806	0.000791	0.000715	0.002967
2021.404500	-0.369400	-0.277079	0.428088	0.000908	0.000797	0.003449
2021.407300	-0.370818	-0.274481	0.428068	0.000824	0.000739	0.003094
2021.410000	-0.368996	-0.275196	0.423861	0.000782	0.000727	0.002960
2021.412700	-0.369790	-0.275515	0.421736	0.000823	0.000730	0.003022
2021.415500	-0.368352	-0.273696	0.424931	0.000807	0.000728	0.003057
2021.418200	-0.370326	-0.271137	0.420467	0.000865	0.000772	0.003268
2021.420900	-0.370038	-0.273055	0.423686	0.000816	0.000730	0.003048
2021.423700	-0.371601	-0.273259	0.427868	0.000790	0.000722	0.002960
2021.426400	-0.370939	-0.272838	0.424580	0.000847	0.000757	0.003192
2021.429200	-0.372716	-0.273060	0.424194	0.000809	0.000728	0.002982
2021.431900	-0.372696	-0.273486	0.427358	0.000810	0.000723	0.002988
2021.434600	-0.372832	-0.271847	0.424172	0.000809	0.000730	0.003003
2021.437400	-0.371870	-0.272035	0.414603	0.000833	0.000760	0.003059
2021.440100	-0.373187	-0.271838	0.422132	0.000874	0.000760	0.003148
2021.442800	-0.372771	-0.272291	0.424505	0.000853	0.000750	0.003137
2021.445600	-0.373630	-0.271491	0.429897	0.000829	0.000743	0.003019
2021.448300	-0.374798	-0.273824	0.427480	0.000848	0.000763	0.003126
2021.451100	-0.372932	-0.271172	0.423698	0.000839	0.000753	0.003113
2021.453800	-0.376146	-0.272822	0.417851	0.000833	0.000750	0.003165
2021.456500	-0.375761	-0.275103	0.417753	0.000860	0.000788	0.003247
2021.459300	-0.374337	-0.272614	0.416139	0.000795	0.000720	0.002963
2021.462000	-0.374139	-0.270147	0.422090	0.000801	0.000743	0.003078
2021.464800	-0.375937	-0.272323	0.430957	0.000808	0.000729	0.003034
2021.467500	-0.374669	-0.272139	0.424811	0.000854	0.000754	0.003182
2021.470200	-0.373528	-0.271835	0.423299	0.000834	0.000751	0.003151
2021.473000	-0.374224	-0.272419	0.410632	0.000830	0.000754	0.003142
